senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,gender_female,internet_service_dsl,internet_service_fiber_optic,internet_service_no,contract_month-to-month,contract_one_year,contract_two_year,payment_method_bank_transfer_(automatic),payment_method_credit_card_(automatic),payment_method_electronic_check,payment_method_mailed_check,service_count,charge_per_service,has_streaming,has_long_contract,is_auto_payment,fiber_month_to_month,echeck_month_to_month,fiber_no_protection,charge_to_tenure,total_to_monthly_ratio,tenure_bin
0,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44.65,369.15,0,1,0,0,1,0,0,1,0,0,0,0.0,44.65,0,0,1,0,0,0.0,4.961111111111111,8.086527929901424,0
0,0,0,71,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,108.05,7532.15,0,0,1,0,0,0,1,0,0,1,0,6.0,15.435714285714285,1,1,0,0,0,0.0,1.5006944444444443,69.07060981201283,3
0,1,1,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,55.7,259.4,0,1,0,0,1,0,0,0,0,0,1,2.0,18.566666666666666,0,0,0,0,0,0.0,9.283333333333333,4.574955908289241,0
0,1,0,62,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,72.0,4284.2,1,1,0,0,0,0,1,0,1,0,0,4.0,14.4,1,1,1,0,0,0.0,1.1428571428571428,58.68767123287671,3
0,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.1,43.15,1,0,0,1,1,0,0,1,0,0,0,0.0,20.1,0,0,1,0,0,0.0,6.7,2.045023696682464,0
0,1,0,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.15,973.35,1,0,0,1,0,0,1,1,0,0,0,0.0,20.15,0,1,1,0,0,0.0,0.40299999999999997,46.02127659574469,2
0,1,1,22,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1,78.65,1663.75,0,1,0,0,0,1,0,0,0,0,1,5.0,13.108333333333334,1,1,0,0,0,0.0,3.4195652173913045,20.88826114249843,1
0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,137.6,1,0,0,1,1,0,0,1,0,0,0,0.0,20.0,0,0,1,0,0,0.0,2.5,6.552380952380952,0
0,1,1,61,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,50.7,3088.75,1,1,0,0,0,1,0,1,0,0,0,4.0,10.14,1,1,1,0,0,0.0,0.817741935483871,59.74371373307543,3
1,1,0,65,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,109.4,7227.45,1,0,1,0,1,0,0,0,1,0,0,6.0,15.62857142857143,1,0,1,1,0,0.0,1.6575757575757577,65.46603260869564,3
0,0,0,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.9,367.55,1,0,0,1,1,0,0,0,0,0,1,0.0,19.9,0,0,0,0,0,0.0,0.9949999999999999,17.586124401913878,1
0,0,0,9,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,39.55,373.0,0,1,0,0,0,1,0,0,0,0,1,3.0,9.8875,0,1,0,0,0,0.0,3.9549999999999996,9.198520345252774,0
0,1,1,68,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,95.1,6683.4,0,0,1,0,0,0,1,1,0,0,0,4.0,19.02,1,1,1,0,0,0.0,1.3782608695652172,69.54630593132154,3
0,0,0,30,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,55.3,1530.6,1,1,0,0,1,0,0,1,0,0,0,2.0,18.433333333333334,0,0,1,0,0,0.0,1.7838709677419353,27.186500888099467,1
0,0,0,60,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,44.45,2773.9,1,1,0,0,0,1,0,0,0,1,0,3.0,11.1125,1,1,0,0,0,0.0,0.728688524590164,61.03190319031903,2
0,1,1,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.3,132.25,1,0,0,1,1,0,0,0,0,0,1,1.0,12.15,0,0,0,0,0,0.0,4.05,5.2272727272727275,0
0,1,1,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.3,772.4,1,0,0,1,0,0,1,1,0,0,0,0.0,19.3,0,1,1,0,0,0.0,0.45952380952380956,38.04926108374384,2
0,1,1,21,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,74.05,1565.7,1,0,1,0,1,0,0,1,0,0,0,1.0,37.025,0,0,1,1,0,1.0,3.3659090909090907,20.86209193870753,1
0,1,0,33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.55,1462.6,0,1,0,0,1,0,0,0,1,0,0,0.0,44.55,0,0,1,0,0,0.0,1.3102941176470588,32.10976948408342,1
0,0,0,15,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,56.15,931.9,1,1,0,0,0,1,0,0,0,0,1,1.0,28.075,1,1,0,0,0,0.0,3.509375,16.30621172353456,1
1,1,0,13,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,93.8,1261.0,0,0,1,0,1,0,0,0,1,0,0,4.0,18.759999999999998,1,0,1,1,0,0.0,6.7,13.30168776371308,1
0,0,0,58,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,95.3,5817.7,1,0,1,0,1,0,0,0,0,1,0,3.0,23.825,1,0,0,1,1,0.0,1.6152542372881356,60.4122533748702,2
1,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,34.7,329.8,1,1,0,0,1,0,0,0,0,1,0,1.0,17.35,1,0,0,0,1,0.0,3.1545454545454548,9.238095238095237,0
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.8,20.8,0,0,0,1,1,0,0,0,0,0,1,0.0,20.8,0,0,0,0,0,0.0,10.4,0.9541284403669725,0
1,0,0,16,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,84.75,1350.15,1,0,1,0,1,0,0,0,0,1,0,2.0,28.25,1,0,0,1,1,1.0,4.985294117647059,15.74518950437318,1
0,1,1,58,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,93.4,5435.6,1,0,1,0,1,0,0,1,0,0,0,4.0,18.68,1,0,1,1,0,0.0,1.5830508474576273,57.58050847457627,2
0,0,0,2,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,76.4,160.8,1,1,0,0,1,0,0,0,0,1,0,4.0,15.280000000000001,1,0,0,0,1,0.0,25.46666666666667,2.0775193798449614,0
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45.7,45.7,0,1,0,0,1,0,0,0,0,0,1,0.0,45.7,0,0,0,0,0,0.0,22.85,0.9785867237687366,0
0,1,0,67,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,109.9,7332.4,0,0,1,0,0,1,0,0,1,0,0,6.0,15.700000000000001,1,1,1,0,0,0.0,1.6161764705882353,66.11722272317402,3
0,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44.8,169.65,0,1,0,0,1,0,0,0,0,1,0,0.0,44.8,0,0,0,0,1,0.0,8.959999999999999,3.7041484716157207,0
0,0,0,36,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,76.35,2606.35,1,1,0,0,0,1,0,0,0,0,1,5.0,12.725,1,1,0,0,0,0.0,2.0635135135135134,33.69553975436329,1
0,1,0,25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26.8,733.55,1,0,0,1,0,1,0,0,0,0,1,1.0,13.4,0,1,0,0,0,0.0,1.0307692307692309,26.386690647482013,1
1,0,0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,75.05,256.25,1,0,1,0,1,0,0,0,1,0,0,1.0,37.525,0,0,1,1,0,1.0,18.7625,3.369493754109139,0
0,0,1,17,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,80.85,1445.95,0,1,0,0,0,1,0,0,0,1,0,5.0,13.475,1,1,0,0,0,0.0,4.491666666666666,17.665852168601102,1
0,1,1,53,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,104.05,5566.4,1,0,1,0,0,0,1,1,0,0,0,6.0,14.864285714285714,1,1,1,0,0,0.0,1.9268518518518518,52.98810090433127,2
1,1,1,29,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,35.65,1025.15,1,1,0,0,1,0,0,0,0,0,1,2.0,11.883333333333333,0,0,0,0,0,0.0,1.1883333333333332,27.97135061391542,1
0,0,0,29,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,39.5,1082.75,1,1,0,0,0,1,0,0,1,0,0,3.0,9.875,0,1,1,0,0,0.0,1.3166666666666667,26.734567901234566,1
0,0,0,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.95,1399.35,0,0,0,1,0,0,1,0,1,0,0,0.0,19.95,0,1,1,0,0,0.0,0.285,66.79474940334129,3
1,0,0,8,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,29.4,221.9,0,1,0,0,1,0,0,0,0,1,0,1.0,14.7,0,0,0,0,1,0.0,3.2666666666666666,7.299342105263158,0
1,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.05,94.15,0,0,0,1,1,0,0,1,0,0,0,0.0,20.05,0,0,1,0,0,0.0,3.341666666666667,4.472684085510689,0
0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,79.0,522.95,1,0,1,0,1,0,0,0,0,1,0,1.0,39.5,1,0,0,1,1,1.0,9.875,6.536875,0
0,0,0,7,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,95.35,660.9,1,0,1,0,1,0,0,0,0,1,0,3.0,23.8375,1,0,0,1,1,1.0,11.91875,6.8593668915412565,0
1,1,0,64,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.65,1740.8,0,0,0,1,0,0,1,0,1,0,0,1.0,12.825,0,1,1,0,0,0.0,0.3946153846153846,65.32082551594748,3
0,0,1,9,1,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,93.0,870.25,1,0,1,0,1,0,0,1,0,0,0,4.0,18.6,1,0,1,1,0,0.0,9.3,9.257978723404255,0
0,1,1,39,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24.2,914.6,1,0,0,1,0,1,0,0,0,0,1,1.0,12.1,0,1,0,0,0,0.0,0.605,36.2936507936508,2
0,0,0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,79.55,79.55,1,0,1,0,1,0,0,0,0,0,1,2.0,26.516666666666666,0,0,0,1,0,1.0,39.775,0.9875853507138423,0
0,1,1,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.7,1482.3,1,0,0,1,0,0,1,0,0,0,1,0.0,20.7,0,1,0,0,0,0.0,0.28356164383561644,68.30875576036867,3
0,0,0,10,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,54.25,583.0,1,1,0,0,1,0,0,0,0,1,0,2.0,18.083333333333332,0,0,0,0,1,0.0,4.931818181818182,10.552036199095022,0
0,1,0,25,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,71.05,1837.7,1,1,0,0,1,0,0,0,0,0,1,4.0,14.209999999999999,1,0,0,0,0,0.0,2.7326923076923078,25.5058986814712,1
1,0,0,66,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,80.45,5224.35,1,0,1,0,1,0,0,0,1,0,0,2.0,26.816666666666666,0,0,1,1,0,1.0,1.2007462686567165,64.14180478821363,3
1,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,44.4,263.05,1,1,0,0,1,0,0,0,0,1,0,2.0,14.799999999999999,1,0,0,0,1,0.0,6.3428571428571425,5.794052863436124,0
0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.2,403.35,1,1,0,0,1,0,0,1,0,0,0,0.0,44.2,0,0,1,0,0,0.0,4.42,8.923672566371682,0
1,1,0,30,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,101.5,2917.65,0,0,1,0,1,0,0,0,0,1,0,4.0,20.3,1,0,0,1,1,0.0,3.274193548387097,28.464878048780488,1
0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.95,74.95,0,0,1,0,1,0,0,0,0,1,0,1.0,37.475,0,0,0,1,1,1.0,37.475,0.9868334430546412,0
0,0,0,35,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,55.25,1924.1,0,1,0,0,0,0,1,0,0,0,1,2.0,18.416666666666668,0,1,0,0,0,0.0,1.5347222222222223,34.20622222222222,1
0,0,0,16,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,86.25,1340.1,1,0,1,0,1,0,0,0,0,1,0,2.0,28.75,1,0,0,1,1,1.0,5.073529411764706,15.359312320916905,1
0,1,1,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.2,558.8,1,0,0,1,0,0,1,0,0,0,1,0.0,20.2,0,1,0,0,0,0.0,0.6733333333333333,26.358490566037734,1
0,1,0,51,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.5,1281.25,1,0,0,1,0,0,1,0,0,0,1,1.0,12.75,0,1,0,0,0,0.0,0.49038461538461536,48.34905660377358,2
1,1,0,71,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,109.7,7904.25,1,0,1,0,0,0,1,1,0,0,0,6.0,15.671428571428573,1,1,1,0,0,0.0,1.5236111111111112,71.40243902439025,3
0,0,0,23,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,95.3,2192.9,0,0,1,0,1,0,0,0,0,0,1,3.0,23.825,1,0,0,1,0,1.0,3.970833333333333,22.771547248182763,1
0,0,0,35,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,113.2,3914.05,1,0,1,0,0,0,1,0,0,0,1,7.0,14.15,1,1,0,0,0,0.0,3.1444444444444444,34.27364273204904,1
0,1,1,23,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,83.8,1900.25,1,0,1,0,1,0,0,0,0,1,0,3.0,20.95,0,0,0,1,1,0.0,3.4916666666666667,22.40860849056604,1
0,0,0,32,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,30.15,927.65,1,1,0,0,0,1,0,0,0,0,1,1.0,15.075,0,1,0,0,0,0.0,0.9136363636363636,29.780096308186195,1
1,1,0,60,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,49.45,2907.55,1,1,0,0,0,0,1,0,1,0,0,3.0,12.3625,1,1,1,0,0,0.0,0.8106557377049181,57.63230921704658,2
1,0,0,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.05,417.0,1,0,0,1,0,1,0,0,0,0,1,0.0,20.05,0,1,0,0,0,0.0,0.8717391304347827,19.80997624703088,1
1,0,0,34,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,96.35,3190.25,1,0,1,0,1,0,0,0,0,1,0,4.0,19.27,1,0,0,1,1,0.0,2.7528571428571427,32.770929635336415,1
0,1,0,22,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,80.0,1706.45,1,0,1,0,1,0,0,0,1,0,0,1.0,40.0,1,0,1,1,0,1.0,3.4782608695652173,21.067283950617284,1
0,0,0,54,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,94.1,5060.9,1,0,1,0,0,1,0,0,1,0,0,3.0,23.525,1,1,1,0,0,1.0,1.7109090909090907,53.21661409043112,2
0,0,0,46,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,108.65,4903.2,0,0,1,0,0,0,1,0,0,1,0,6.0,15.521428571428572,1,1,0,0,0,0.0,2.3117021276595744,44.71682626538987,2
0,1,1,72,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.1,1326.25,1,0,0,1,0,0,1,0,1,0,0,0.0,20.1,0,1,1,0,0,0.0,0.2753424657534247,62.85545023696682,3
0,1,1,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,30.25,368.85,1,1,0,0,0,1,0,0,1,0,0,1.0,15.125,0,1,1,0,0,0.0,2.326923076923077,11.8032,0
0,0,0,36,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,31.05,1126.35,1,1,0,0,0,0,1,1,0,0,0,1.0,15.525,0,1,1,0,0,0.0,0.8391891891891892,35.14352574102964,1
0,1,1,69,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.35,1442.65,1,0,0,1,0,1,0,0,1,0,0,0.0,20.35,0,1,1,0,0,0.0,0.29071428571428576,67.57142857142857,3
0,1,0,5,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,78.75,412.1,0,0,1,0,1,0,0,0,0,1,0,2.0,26.25,0,0,0,1,1,1.0,13.125,5.167398119122257,0
0,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,30.5,30.5,1,1,0,0,1,0,0,1,0,0,0,1.0,15.25,0,0,1,0,0,0.0,15.25,0.9682539682539683,0
0,1,0,61,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,94.15,5731.85,0,0,1,0,1,0,0,0,1,0,0,4.0,18.830000000000002,1,0,1,1,0,0.0,1.5185483870967742,60.240147136100894,3
0,0,0,26,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,61.55,1581.95,0,1,0,0,0,1,0,0,0,1,0,3.0,15.3875,0,1,0,0,0,0.0,2.2796296296296297,25.290967226219028,1
0,1,1,50,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.8,2230.85,0,1,0,0,0,1,0,1,0,0,0,0.0,44.8,0,1,1,0,0,0.0,0.8784313725490196,48.70851528384279,2
0,0,1,23,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,40.65,947.4,0,1,0,0,0,1,0,1,0,0,0,3.0,10.1625,0,1,1,0,0,0.0,1.6937499999999999,22.746698679471788,1
0,1,0,72,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,92.4,6786.1,1,1,0,0,0,0,1,0,0,1,0,7.0,11.55,1,1,0,0,0,0.0,1.2657534246575344,72.65631691648822,3
0,1,1,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.8,469.65,0,0,0,1,0,1,0,0,1,0,0,0.0,20.8,0,1,1,0,0,0.0,0.8320000000000001,21.543577981651374,1
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,69.35,69.35,0,0,1,0,1,0,0,0,0,1,0,0.0,69.35,0,0,0,1,1,1.0,34.675,0.9857853589196873,0
0,1,0,60,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,109.45,6572.85,0,0,1,0,1,0,0,1,0,0,0,6.0,15.635714285714286,1,0,1,1,0,0.0,1.7942622950819673,59.50973291081938,2
0,1,1,58,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,99.25,5846.65,1,0,1,0,0,1,0,0,1,0,0,4.0,19.85,1,1,1,0,0,0.0,1.6822033898305084,58.32069825436409,2
0,0,1,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.5,398.55,1,0,0,1,0,0,1,0,0,0,1,0.0,20.5,0,1,0,0,0,0.0,1.025,18.537209302325582,1
0,0,0,61,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,103.95,6423.0,1,0,1,0,0,1,0,0,0,1,0,5.0,17.325,1,1,0,0,0,1.0,1.6766129032258066,61.20057170080991,3
0,1,1,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.1,486.05,1,0,0,1,0,0,1,0,0,0,1,0.0,20.1,0,1,0,0,0,0.0,0.7730769230769231,23.03554502369668,1
0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,80.5,1011.8,1,0,1,0,1,0,0,0,0,1,0,1.0,40.25,1,0,0,1,1,1.0,5.75,12.414723926380368,1
0,1,0,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.45,340.85,0,0,0,1,1,0,0,0,1,0,0,0.0,19.45,0,0,1,0,0,0.0,1.215625,16.66748166259169,1
0,0,0,51,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24.95,1288.0,1,0,0,1,0,0,1,1,0,0,0,1.0,12.475,0,1,1,0,0,0.0,0.47980769230769227,49.63391136801542,2
0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,116.85,8477.7,1,0,1,0,0,0,1,1,0,0,0,7.0,14.60625,1,1,1,0,0,0.0,1.6006849315068492,71.93635977938058,3
1,0,0,9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,75.5,637.4,1,0,1,0,1,0,0,0,1,0,0,1.0,37.75,0,0,1,1,0,1.0,7.55,8.332026143790848,0
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19.9,19.9,1,0,0,1,1,0,0,0,0,1,0,0.0,19.9,0,0,0,0,1,0.0,9.95,0.9521531100478469,0
0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.0,61.7,1,0,0,1,1,0,0,0,0,0,1,0.0,20.0,0,0,0,0,0,0.0,5.0,2.9380952380952383,0
0,1,1,44,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,92.95,4122.9,0,0,1,0,1,0,0,1,0,0,0,3.0,23.2375,1,0,1,1,0,1.0,2.0655555555555556,43.8839808408728,2
0,1,1,35,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,54.95,1916.0,1,1,0,0,0,1,0,1,0,0,0,2.0,18.316666666666666,0,1,1,0,0,0.0,1.526388888888889,34.24486148346738,1
0,1,1,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.2,387.4,0,0,0,1,0,0,1,0,0,0,1,0.0,20.2,0,1,0,0,0,0.0,1.01,18.27358490566038,1
0,1,1,20,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,105.85,2239.65,1,0,1,0,1,0,0,1,0,0,0,5.0,17.641666666666666,1,0,1,1,0,1.0,5.04047619047619,20.96069255966308,1
0,0,0,18,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,85.2,1553.9,1,0,1,0,1,0,0,0,0,1,0,2.0,28.400000000000002,1,0,0,1,1,1.0,4.484210526315789,18.026682134570766,1
0,1,1,71,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.7,1415.85,1,0,0,1,0,0,1,0,1,0,0,0.0,19.7,0,1,1,0,0,0.0,0.2736111111111111,68.39855072463767,3
0,0,0,9,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,95.9,827.45,0,0,1,0,1,0,0,1,0,0,0,3.0,23.975,1,0,1,1,0,0.0,9.59,8.53921568627451,0
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.05,70.05,0,0,1,0,1,0,0,0,0,1,0,0.0,70.05,0,0,0,1,1,1.0,35.025,0.9859254046446164,0
0,1,0,11,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,102.0,1145.35,1,0,1,0,1,0,0,0,0,1,0,4.0,20.4,1,0,0,1,1,1.0,8.5,11.119902912621358,0
0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,80.75,159.45,1,0,1,0,1,0,0,0,0,1,0,1.0,40.375,1,0,0,1,1,1.0,26.916666666666668,1.9504587155963302,0
0,0,0,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.5,226.8,0,0,0,1,0,1,0,0,0,0,1,0.0,19.5,0,1,0,0,0,0.0,1.625,11.063414634146342,0
0,0,0,17,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,55.5,934.15,0,1,0,0,1,0,0,0,1,0,0,2.0,18.5,0,0,1,0,0,0.0,3.0833333333333335,16.53362831858407,1
1,0,0,72,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,108.1,7774.05,1,0,1,0,0,0,1,1,0,0,0,6.0,15.442857142857141,1,1,1,0,0,0.0,1.4808219178082191,71.25618698441797,3
0,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.55,68.8,0,0,0,1,0,0,1,0,1,0,0,0.0,19.55,0,1,1,0,0,0.0,3.91,3.3479318734793186,0
0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,80.2,5714.2,1,1,0,0,0,0,1,1,0,0,0,6.0,11.457142857142857,1,1,1,0,0,0.0,1.0986301369863014,70.37192118226601,3
0,0,0,41,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,106.5,4282.4,1,0,1,0,1,0,0,0,0,1,0,6.0,15.214285714285714,1,0,0,1,1,0.0,2.5357142857142856,39.836279069767436,2
0,0,1,13,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,56.0,764.55,1,1,0,0,1,0,0,0,0,1,0,2.0,18.666666666666668,0,0,0,0,1,0.0,4.0,13.413157894736841,1
0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,65.7,134.35,1,1,0,0,1,0,0,0,0,0,1,2.0,21.900000000000002,1,0,0,0,0,0.0,21.900000000000002,2.0142428785607196,0
0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.15,20.15,1,0,0,1,1,0,0,0,1,0,0,0.0,20.15,0,0,1,0,0,0.0,10.075,0.9527186761229315,0
1,1,0,67,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20.05,1263.05,1,0,0,1,0,0,1,1,0,0,0,0.0,20.05,0,1,1,0,0,0.0,0.2948529411764706,60.00237529691211,3
0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.2,19.2,0,0,0,1,1,0,0,0,0,0,1,0.0,19.2,0,0,0,0,0,0.0,9.6,0.9504950495049505,0
0,1,1,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74.9,1107.25,0,0,1,0,1,0,0,1,0,0,0,1.0,37.45,0,0,1,1,0,1.0,4.68125,14.588274044795783,1
0,1,0,67,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,90.6,6056.15,0,0,1,0,0,1,0,0,1,0,0,3.0,22.65,1,1,1,0,0,0.0,1.3323529411764705,66.11517467248909,3
0,0,0,17,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,83.55,1329.15,1,0,1,0,1,0,0,0,0,1,0,2.0,27.849999999999998,1,0,0,1,1,1.0,4.641666666666667,15.720283855706684,1
0,0,0,70,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,111.15,7737.55,1,0,1,0,0,0,1,0,0,0,1,6.0,15.87857142857143,1,1,0,0,0,0.0,1.565492957746479,68.99286669638876,3
0,1,1,36,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,60.7,2234.55,0,1,0,0,0,1,0,0,1,0,0,5.0,10.116666666666667,1,1,1,0,0,0.0,1.6405405405405407,36.216369529983794,1
0,0,0,18,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,90.0,1527.35,1,0,1,0,1,0,0,0,1,0,0,3.0,22.5,1,0,1,1,0,1.0,4.7368421052631575,16.784065934065932,1
0,0,0,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19.05,461.3,1,0,0,1,1,0,0,0,0,0,1,0.0,19.05,0,0,0,0,0,0.0,0.7326923076923078,23.007481296758105,1
0,1,0,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,75.4,1189.4,0,0,1,0,1,0,0,0,0,1,0,1.0,37.7,0,0,0,1,1,1.0,4.435294117647059,15.56806282722513,1
